window_start,window_end,event_count,addtocart_count,transaction_count,estimated_abandoned_count,estimated_abandonment_rate,top_5_abandoned_item_ids,alert_status
2015-06-01 06:28:00,2015-06-01 06:33:00,47,1,0,1,100.0,"[""102573""]",HIGH_RISK
2015-06-01 06:29:00,2015-06-01 06:34:00,50,1,0,1,100.0,"[""102573""]",HIGH_RISK
2015-06-01 06:30:00,2015-06-01 06:35:00,50,0,0,0,0.0,[],NORMAL
2015-06-01 06:31:00,2015-06-01 06:36:00,49,0,0,0,0.0,[],NORMAL
2015-06-01 06:32:00,2015-06-01 06:37:00,46,1,0,1,100.0,"[""256473""]",HIGH_RISK
2015-06-01 06:33:00,2015-06-01 06:38:00,44,1,0,1,100.0,"[""256473""]",HIGH_RISK
2015-06-01 06:34:00,2015-06-01 06:39:00,43,1,0,1,100.0,"[""256473""]",HIGH_RISK
2015-06-01 06:35:00,2015-06-01 06:40:00,42,1,0,1,100.0,"[""256473""]",HIGH_RISK
2015-06-01 06:36:00,2015-06-01 06:41:00,37,1,0,1,100.0,"[""256473""]",HIGH_RISK
2015-06-01 06:37:00,2015-06-01 06:42:00,43,0,0,0,0.0,[],NORMAL
2015-06-01 06:38:00,2015-06-01 06:43:00,42,0,0,0,0.0,[],NORMAL
2015-06-01 06:39:00,2015-06-01 06:44:00,44,0,1,0,0.0,[],NORMAL
2015-06-01 06:40:00,2015-06-01 06:45:00,50,0,1,0,0.0,[],NORMAL
2015-06-01 06:41:00,2015-06-01 06:46:00,54,0,1,0,0.0,[],NORMAL
2015-06-01 06:42:00,2015-06-01 06:47:00,46,0,1,0,0.0,[],NORMAL
2015-06-01 06:43:00,2015-06-01 06:48:00,48,0,1,0,0.0,[],NORMAL
2015-06-01 06:44:00,2015-06-01 06:49:00,43,0,0,0,0.0,[],NORMAL
2015-06-01 06:45:00,2015-06-01 06:50:00,34,0,0,0,0.0,[],NORMAL
2015-06-01 06:46:00,2015-06-01 06:51:00,31,0,0,0,0.0,[],NORMAL
2015-06-01 06:47:00,2015-06-01 06:52:00,34,0,0,0,0.0,[],NORMAL
2015-06-01 06:48:00,2015-06-01 06:53:00,28,0,0,0,0.0,[],NORMAL
2015-06-01 06:49:00,2015-06-01 06:54:00,25,2,0,2,100.0,"[""27946"", ""419635""]",HIGH_RISK
2015-06-01 06:50:00,2015-06-01 06:55:00,30,2,0,2,100.0,"[""27946"", ""419635""]",HIGH_RISK
2015-06-01 06:51:00,2015-06-01 06:56:00,29,2,0,2,100.0,"[""27946"", ""419635""]",HIGH_RISK
2015-06-01 06:52:00,2015-06-01 06:57:00,25,2,0,2,100.0,"[""27946"", ""419635""]",HIGH_RISK
2015-06-01 06:53:00,2015-06-01 06:58:00,29,2,0,2,100.0,"[""27946"", ""419635""]",HIGH_RISK
2015-06-01 06:54:00,2015-06-01 06:59:00,30,0,0,0,0.0,[],NORMAL
2015-06-01 06:55:00,2015-06-01 07:00:00,25,1,0,1,100.0,"[""63769""]",HIGH_RISK
2015-06-01 06:56:00,2015-06-01 07:01:00,24,2,0,2,100.0,"[""63769"", ""135703""]",HIGH_RISK
2015-06-01 06:57:00,2015-06-01 07:02:00,28,2,0,2,100.0,"[""63769"", ""135703""]",HIGH_RISK
2015-06-01 06:58:00,2015-06-01 07:03:00,27,2,0,2,100.0,"[""63769"", ""135703""]",HIGH_RISK
2015-06-01 06:59:00,2015-06-01 07:04:00,30,2,0,2,100.0,"[""63769"", ""135703""]",HIGH_RISK
2015-06-01 07:00:00,2015-06-01 07:05:00,30,1,0,1,100.0,"[""135703""]",HIGH_RISK
2015-06-01 07:01:00,2015-06-01 07:06:00,33,0,0,0,0.0,[],NORMAL
2015-06-01 07:02:00,2015-06-01 07:07:00,35,0,0,0,0.0,[],NORMAL
2015-06-01 07:03:00,2015-06-01 07:08:00,36,3,0,3,100.0,"[""36035"", ""150185"", ""269430""]",HIGH_RISK
2015-06-01 07:04:00,2015-06-01 07:09:00,36,3,0,3,100.0,"[""36035"", ""150185"", ""269430""]",HIGH_RISK
2015-06-01 07:05:00,2015-06-01 07:10:00,33,3,0,3,100.0,"[""36035"", ""150185"", ""269430""]",HIGH_RISK
2015-06-01 07:06:00,2015-06-01 07:11:00,28,3,0,3,100.0,"[""36035"", ""150185"", ""269430""]",HIGH_RISK
2015-06-01 07:07:00,2015-06-01 07:12:00,26,3,0,3,100.0,"[""36035"", ""150185"", ""269430""]",HIGH_RISK
2015-06-01 07:08:00,2015-06-01 07:13:00,24,0,0,0,0.0,[],NORMAL
2015-06-01 07:09:00,2015-06-01 07:14:00,30,0,0,0,0.0,[],NORMAL
2015-06-01 07:10:00,2015-06-01 07:15:00,33,1,0,1,100.0,"[""100367""]",HIGH_RISK
2015-06-01 07:11:00,2015-06-01 07:16:00,37,1,0,1,100.0,"[""100367""]",HIGH_RISK
2015-06-01 07:12:00,2015-06-01 07:17:00,41,3,0,3,100.0,"[""100367"", ""214820"", ""201157""]",HIGH_RISK
2015-06-01 07:13:00,2015-06-01 07:18:00,44,4,0,4,100.0,"[""100367"", ""214820"", ""201157"", ""389814""]",HIGH_RISK
2015-06-01 07:14:00,2015-06-01 07:19:00,49,9,4,8,88.8889,"[""214820"", ""201157"", ""389814"", ""108514"", ""334273""]",HIGH_RISK
2015-06-01 07:15:00,2015-06-01 07:20:00,54,9,4,9,100.0,"[""214820"", ""201157"", ""389814"", ""108514"", ""334273""]",HIGH_RISK
2015-06-01 07:16:00,2015-06-01 07:21:00,50,9,4,9,100.0,"[""214820"", ""201157"", ""389814"", ""108514"", ""334273""]",HIGH_RISK
2015-06-01 07:17:00,2015-06-01 07:22:00,48,7,4,7,100.0,"[""389814"", ""108514"", ""334273"", ""308195"", ""177603""]",HIGH_RISK
2015-06-01 07:18:00,2015-06-01 07:23:00,45,8,4,7,100.0,"[""108514"", ""334273"", ""308195"", ""177603"", ""435184""]",HIGH_RISK
2015-06-01 07:19:00,2015-06-01 07:24:00,37,4,0,3,100.0,"[""298860"", ""364064"", ""292752""]",HIGH_RISK
2015-06-01 07:20:00,2015-06-01 07:25:00,37,7,0,6,100.0,"[""364064"", ""292752"", ""109776"", ""153379"", ""79201""]",HIGH_RISK
2015-06-01 07:21:00,2015-06-01 07:26:00,40,9,0,8,100.0,"[""364064"", ""292752"", ""109776"", ""153379"", ""79201""]",HIGH_RISK
2015-06-01 07:22:00,2015-06-01 07:27:00,39,9,0,8,100.0,"[""364064"", ""292752"", ""109776"", ""153379"", ""79201""]",HIGH_RISK
2015-06-01 07:23:00,2015-06-01 07:28:00,47,10,0,10,100.0,"[""292752"", ""109776"", ""153379"", ""79201"", ""254037""]",HIGH_RISK
2015-06-01 07:24:00,2015-06-01 07:29:00,41,9,0,9,100.0,"[""109776"", ""153379"", ""79201"", ""254037"", ""362585""]",HIGH_RISK
2015-06-01 07:25:00,2015-06-01 07:30:00,36,7,0,7,100.0,"[""362585"", ""131386"", ""18877"", ""185672"", ""127123""]",HIGH_RISK
2015-06-01 07:26:00,2015-06-01 07:31:00,38,6,0,6,100.0,"[""18877"", ""185672"", ""127123"", ""437165"", ""276937""]",HIGH_RISK
2015-06-01 07:27:00,2015-06-01 07:32:00,37,7,0,7,100.0,"[""18877"", ""185672"", ""127123"", ""437165"", ""276937""]",HIGH_RISK
2015-06-01 07:28:00,2015-06-01 07:33:00,29,5,0,5,100.0,"[""437165"", ""276937"", ""246254"", ""296727"", ""250578""]",HIGH_RISK
2015-06-01 07:29:00,2015-06-01 07:34:00,29,5,0,5,100.0,"[""437165"", ""276937"", ""246254"", ""296727"", ""250578""]",HIGH_RISK
2015-06-01 07:30:00,2015-06-01 07:35:00,28,3,0,3,100.0,"[""246254"", ""296727"", ""250578""]",HIGH_RISK
2015-06-01 07:31:00,2015-06-01 07:36:00,23,2,0,2,100.0,"[""296727"", ""250578""]",HIGH_RISK
2015-06-01 07:32:00,2015-06-01 07:37:00,21,1,0,1,100.0,"[""250578""]",HIGH_RISK
2015-06-01 07:33:00,2015-06-01 07:38:00,19,0,0,0,0.0,[],NORMAL
2015-06-01 07:34:00,2015-06-01 07:39:00,18,0,0,0,0.0,[],NORMAL
2015-06-01 07:35:00,2015-06-01 07:40:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 07:36:00,2015-06-01 07:41:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 07:37:00,2015-06-01 07:42:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 07:38:00,2015-06-01 07:43:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 07:39:00,2015-06-01 07:44:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 07:40:00,2015-06-01 07:45:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 07:41:00,2015-06-01 07:46:00,18,0,0,0,0.0,[],NORMAL
2015-06-01 07:42:00,2015-06-01 07:47:00,18,0,0,0,0.0,[],NORMAL
2015-06-01 07:43:00,2015-06-01 07:48:00,21,0,0,0,0.0,[],NORMAL
2015-06-01 07:44:00,2015-06-01 07:49:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 07:45:00,2015-06-01 07:50:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 07:46:00,2015-06-01 07:51:00,19,0,0,0,0.0,[],NORMAL
2015-06-01 07:47:00,2015-06-01 07:52:00,16,0,0,0,0.0,[],NORMAL
2015-06-01 07:48:00,2015-06-01 07:53:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 07:49:00,2015-06-01 07:54:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 07:50:00,2015-06-01 07:55:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 07:51:00,2015-06-01 07:56:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 07:52:00,2015-06-01 07:57:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 07:53:00,2015-06-01 07:58:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 07:54:00,2015-06-01 07:59:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 07:55:00,2015-06-01 08:00:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 07:56:00,2015-06-01 08:01:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 07:57:00,2015-06-01 08:02:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 07:58:00,2015-06-01 08:03:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 07:59:00,2015-06-01 08:04:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 08:00:00,2015-06-01 08:05:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 08:01:00,2015-06-01 08:06:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 08:02:00,2015-06-01 08:07:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 08:03:00,2015-06-01 08:08:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 08:04:00,2015-06-01 08:09:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 08:05:00,2015-06-01 08:10:00,18,0,0,0,0.0,[],NORMAL
2015-06-01 08:06:00,2015-06-01 08:11:00,20,0,0,0,0.0,[],NORMAL
2015-06-01 08:07:00,2015-06-01 08:12:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 08:08:00,2015-06-01 08:13:00,18,0,0,0,0.0,[],NORMAL
2015-06-01 08:09:00,2015-06-01 08:14:00,16,0,0,0,0.0,[],NORMAL
2015-06-01 08:10:00,2015-06-01 08:15:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 08:11:00,2015-06-01 08:16:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 08:12:00,2015-06-01 08:17:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 08:13:00,2015-06-01 08:18:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 08:14:00,2015-06-01 08:19:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 08:15:00,2015-06-01 08:20:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 08:16:00,2015-06-01 08:21:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 08:17:00,2015-06-01 08:22:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 08:18:00,2015-06-01 08:23:00,14,1,0,1,100.0,"[""165362""]",HIGH_RISK
2015-06-01 08:19:00,2015-06-01 08:24:00,18,2,0,2,100.0,"[""165362"", ""337772""]",HIGH_RISK
2015-06-01 08:20:00,2015-06-01 08:25:00,15,2,0,2,100.0,"[""165362"", ""337772""]",HIGH_RISK
2015-06-01 08:21:00,2015-06-01 08:26:00,16,2,0,2,100.0,"[""165362"", ""337772""]",HIGH_RISK
2015-06-01 08:22:00,2015-06-01 08:27:00,19,2,0,2,100.0,"[""165362"", ""337772""]",HIGH_RISK
2015-06-01 08:23:00,2015-06-01 08:28:00,19,1,0,1,100.0,"[""337772""]",HIGH_RISK
2015-06-01 08:24:00,2015-06-01 08:29:00,16,0,0,0,0.0,[],NORMAL
2015-06-01 08:25:00,2015-06-01 08:30:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 08:26:00,2015-06-01 08:31:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 08:27:00,2015-06-01 08:32:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 08:28:00,2015-06-01 08:33:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 08:29:00,2015-06-01 08:34:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 08:30:00,2015-06-01 08:35:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 08:31:00,2015-06-01 08:36:00,14,1,0,1,100.0,"[""331514""]",HIGH_RISK
2015-06-01 08:32:00,2015-06-01 08:37:00,12,1,0,1,100.0,"[""331514""]",HIGH_RISK
2015-06-01 08:33:00,2015-06-01 08:38:00,11,1,0,1,100.0,"[""331514""]",HIGH_RISK
2015-06-01 08:34:00,2015-06-01 08:39:00,11,1,0,1,100.0,"[""331514""]",HIGH_RISK
2015-06-01 08:35:00,2015-06-01 08:40:00,9,1,0,1,100.0,"[""331514""]",HIGH_RISK
2015-06-01 08:36:00,2015-06-01 08:41:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 08:37:00,2015-06-01 08:42:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 08:38:00,2015-06-01 08:43:00,16,0,0,0,0.0,[],NORMAL
2015-06-01 08:39:00,2015-06-01 08:44:00,19,0,0,0,0.0,[],NORMAL
2015-06-01 08:40:00,2015-06-01 08:45:00,19,0,0,0,0.0,[],NORMAL
2015-06-01 08:41:00,2015-06-01 08:46:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 08:42:00,2015-06-01 08:47:00,16,0,0,0,0.0,[],NORMAL
2015-06-01 08:43:00,2015-06-01 08:48:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 08:44:00,2015-06-01 08:49:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 08:45:00,2015-06-01 08:50:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 08:46:00,2015-06-01 08:51:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 08:47:00,2015-06-01 08:52:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 08:48:00,2015-06-01 08:53:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 08:49:00,2015-06-01 08:54:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 08:50:00,2015-06-01 08:55:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 08:51:00,2015-06-01 08:56:00,12,2,0,1,100.0,"[""296795""]",HIGH_RISK
2015-06-01 08:52:00,2015-06-01 08:57:00,11,2,0,1,100.0,"[""296795""]",HIGH_RISK
2015-06-01 08:53:00,2015-06-01 08:58:00,12,2,0,1,100.0,"[""296795""]",HIGH_RISK
2015-06-01 08:54:00,2015-06-01 08:59:00,13,2,0,1,100.0,"[""296795""]",HIGH_RISK
2015-06-01 08:55:00,2015-06-01 09:00:00,9,2,0,1,100.0,"[""296795""]",HIGH_RISK
2015-06-01 08:56:00,2015-06-01 09:01:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 08:57:00,2015-06-01 09:02:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 08:58:00,2015-06-01 09:03:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 08:59:00,2015-06-01 09:04:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:00:00,2015-06-01 09:05:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:01:00,2015-06-01 09:06:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:02:00,2015-06-01 09:07:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:03:00,2015-06-01 09:08:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:04:00,2015-06-01 09:09:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:05:00,2015-06-01 09:10:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 09:06:00,2015-06-01 09:11:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:07:00,2015-06-01 09:12:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 09:08:00,2015-06-01 09:13:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:09:00,2015-06-01 09:14:00,4,0,0,0,0.0,[],NORMAL
2015-06-01 09:10:00,2015-06-01 09:15:00,2,0,0,0,0.0,[],NORMAL
2015-06-01 09:11:00,2015-06-01 09:16:00,3,0,0,0,0.0,[],NORMAL
2015-06-01 09:12:00,2015-06-01 09:17:00,5,0,0,0,0.0,[],NORMAL
2015-06-01 09:13:00,2015-06-01 09:18:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:14:00,2015-06-01 09:19:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:15:00,2015-06-01 09:20:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 09:16:00,2015-06-01 09:21:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 09:17:00,2015-06-01 09:22:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:18:00,2015-06-01 09:23:00,4,0,0,0,0.0,[],NORMAL
2015-06-01 09:19:00,2015-06-01 09:24:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 09:20:00,2015-06-01 09:25:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 09:21:00,2015-06-01 09:26:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 09:22:00,2015-06-01 09:27:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 09:23:00,2015-06-01 09:28:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 09:24:00,2015-06-01 09:29:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 09:25:00,2015-06-01 09:30:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:26:00,2015-06-01 09:31:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 09:27:00,2015-06-01 09:32:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:28:00,2015-06-01 09:33:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:29:00,2015-06-01 09:34:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:30:00,2015-06-01 09:35:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:31:00,2015-06-01 09:36:00,5,0,0,0,0.0,[],NORMAL
2015-06-01 09:32:00,2015-06-01 09:37:00,4,0,0,0,0.0,[],NORMAL
2015-06-01 09:33:00,2015-06-01 09:38:00,4,0,0,0,0.0,[],NORMAL
2015-06-01 09:34:00,2015-06-01 09:39:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 09:35:00,2015-06-01 09:40:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 09:36:00,2015-06-01 09:41:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:37:00,2015-06-01 09:42:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 09:38:00,2015-06-01 09:43:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 09:39:00,2015-06-01 09:44:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 09:40:00,2015-06-01 09:45:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 09:41:00,2015-06-01 09:46:00,17,0,0,0,0.0,[],NORMAL
2015-06-01 09:42:00,2015-06-01 09:47:00,18,0,0,0,0.0,[],NORMAL
2015-06-01 09:43:00,2015-06-01 09:48:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 09:44:00,2015-06-01 09:49:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 09:45:00,2015-06-01 09:50:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 09:46:00,2015-06-01 09:51:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:47:00,2015-06-01 09:52:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:48:00,2015-06-01 09:53:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:49:00,2015-06-01 09:54:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 09:50:00,2015-06-01 09:55:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:51:00,2015-06-01 09:56:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:52:00,2015-06-01 09:57:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 09:53:00,2015-06-01 09:58:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 09:54:00,2015-06-01 09:59:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 09:55:00,2015-06-01 10:00:00,12,0,0,0,0.0,[],NORMAL
2015-06-01 09:56:00,2015-06-01 10:01:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 09:57:00,2015-06-01 10:02:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 09:58:00,2015-06-01 10:03:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 09:59:00,2015-06-01 10:04:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 10:00:00,2015-06-01 10:05:00,10,0,0,0,0.0,[],NORMAL
2015-06-01 10:01:00,2015-06-01 10:06:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 10:02:00,2015-06-01 10:07:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 10:03:00,2015-06-01 10:08:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 10:04:00,2015-06-01 10:09:00,11,0,0,0,0.0,[],NORMAL
2015-06-01 10:05:00,2015-06-01 10:10:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 10:06:00,2015-06-01 10:11:00,7,0,0,0,0.0,[],NORMAL
2015-06-01 10:07:00,2015-06-01 10:12:00,6,0,0,0,0.0,[],NORMAL
2015-06-01 10:08:00,2015-06-01 10:13:00,4,0,0,0,0.0,[],NORMAL
2015-06-01 10:09:00,2015-06-01 10:14:00,2,0,0,0,0.0,[],NORMAL
2015-06-01 10:10:00,2015-06-01 10:15:00,2,0,0,0,0.0,[],NORMAL
2015-06-01 10:11:00,2015-06-01 10:16:00,2,0,0,0,0.0,[],NORMAL
2015-06-01 10:12:00,2015-06-01 10:17:00,3,0,0,0,0.0,[],NORMAL
2015-06-01 10:13:00,2015-06-01 10:18:00,3,0,0,0,0.0,[],NORMAL
2015-06-01 10:14:00,2015-06-01 10:19:00,3,0,0,0,0.0,[],NORMAL
2015-06-01 10:15:00,2015-06-01 10:20:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 10:16:00,2015-06-01 10:21:00,10,1,0,1,100.0,"[""103311""]",HIGH_RISK
2015-06-01 10:17:00,2015-06-01 10:22:00,15,1,0,1,100.0,"[""103311""]",HIGH_RISK
2015-06-01 10:18:00,2015-06-01 10:23:00,17,1,0,1,100.0,"[""103311""]",HIGH_RISK
2015-06-01 10:19:00,2015-06-01 10:24:00,16,1,0,1,100.0,"[""103311""]",HIGH_RISK
2015-06-01 10:20:00,2015-06-01 10:25:00,14,1,1,0,0.0,[],NORMAL
2015-06-01 10:21:00,2015-06-01 10:26:00,16,0,1,0,0.0,[],NORMAL
2015-06-01 10:22:00,2015-06-01 10:27:00,10,0,1,0,0.0,[],NORMAL
2015-06-01 10:23:00,2015-06-01 10:28:00,9,0,1,0,0.0,[],NORMAL
2015-06-01 10:24:00,2015-06-01 10:29:00,11,0,1,0,0.0,[],NORMAL
2015-06-01 10:25:00,2015-06-01 10:30:00,9,0,0,0,0.0,[],NORMAL
2015-06-01 10:26:00,2015-06-01 10:31:00,8,0,0,0,0.0,[],NORMAL
2015-06-01 10:27:00,2015-06-01 10:32:00,13,0,0,0,0.0,[],NORMAL
2015-06-01 10:28:00,2015-06-01 10:33:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 10:29:00,2015-06-01 10:34:00,15,0,0,0,0.0,[],NORMAL
2015-06-01 10:30:00,2015-06-01 10:35:00,16,0,0,0,0.0,[],NORMAL
2015-06-01 10:31:00,2015-06-01 10:36:00,14,0,0,0,0.0,[],NORMAL
2015-06-01 10:32:00,2015-06-01 10:37:00,13,0,0,0,0.0,[],NORMAL
