hour,addtocart_pair_count,abandoned_pair_count,abandonment_rate
2015-05-08 14:00:00,27,26.0,96.29629629629629
2015-05-08 15:00:00,22,20.0,90.9090909090909
2015-05-08 16:00:00,21,17.0,80.95238095238095
2015-05-08 17:00:00,27,19.0,70.37037037037037
2015-05-08 18:00:00,32,27.0,84.375
2015-05-08 19:00:00,41,26.0,63.41463414634146
2015-05-08 20:00:00,41,24.0,58.536585365853654
2015-05-08 21:00:00,24,18.0,75.0
2015-05-08 22:00:00,17,8.0,47.05882352941176
2015-05-08 23:00:00,19,12.0,63.1578947368421
2015-05-09 00:00:00,24,18.0,75.0
2015-05-09 01:00:00,27,17.0,62.96296296296296
2015-05-09 02:00:00,44,34.0,77.27272727272727
2015-05-09 03:00:00,9,8.0,88.88888888888889
2015-05-09 04:00:00,16,14.0,87.5
2015-05-09 05:00:00,6,6.0,100.0
2015-05-09 06:00:00,9,9.0,100.0
2015-05-09 07:00:00,1,1.0,100.0
2015-05-09 08:00:00,5,5.0,100.0
2015-05-09 11:00:00,3,3.0,100.0
2015-05-09 12:00:00,1,1.0,100.0
2015-05-09 13:00:00,2,2.0,100.0
2015-05-09 14:00:00,7,7.0,100.0
2015-05-09 15:00:00,9,6.0,66.66666666666666
2015-05-09 16:00:00,9,5.0,55.55555555555556
2015-05-09 17:00:00,9,5.0,55.55555555555556
2015-05-09 18:00:00,9,6.0,66.66666666666666
2015-05-09 19:00:00,8,7.0,87.5
2015-05-09 20:00:00,9,5.0,55.55555555555556
2015-05-09 21:00:00,9,6.0,66.66666666666666
2015-05-09 22:00:00,17,16.0,94.11764705882352
2015-05-09 23:00:00,15,12.0,80.0
2015-05-10 00:00:00,33,30.0,90.9090909090909
2015-05-10 01:00:00,15,13.0,86.66666666666667
2015-05-10 02:00:00,44,41.0,93.18181818181817
2015-05-10 03:00:00,6,6.0,100.0
2015-05-10 04:00:00,11,9.0,81.81818181818183
2015-05-10 05:00:00,3,3.0,100.0
2015-05-10 06:00:00,9,8.0,88.88888888888889
2015-05-10 07:00:00,3,3.0,100.0
2015-05-10 08:00:00,1,1.0,100.0
2015-05-10 09:00:00,1,1.0,100.0
2015-05-10 11:00:00,3,3.0,100.0
2015-05-10 12:00:00,5,2.0,40.0
2015-05-10 13:00:00,8,5.0,62.5
2015-05-10 14:00:00,3,3.0,100.0
2015-05-10 15:00:00,7,3.0,42.857142857142854
2015-05-10 16:00:00,10,7.0,70.0
2015-05-10 17:00:00,15,15.0,100.0
2015-05-10 18:00:00,24,24.0,100.0
2015-05-10 19:00:00,21,17.0,80.95238095238095
2015-05-10 20:00:00,13,7.0,53.84615384615385
2015-05-10 21:00:00,13,9.0,69.23076923076923
2015-05-10 22:00:00,10,4.0,40.0
2015-05-10 23:00:00,16,14.0,87.5
2015-05-11 00:00:00,11,9.0,81.81818181818183
2015-05-11 01:00:00,16,13.0,81.25
2015-05-11 02:00:00,10,7.0,70.0
2015-05-11 03:00:00,11,10.0,90.9090909090909
2015-05-11 04:00:00,29,20.0,68.96551724137932
2015-05-11 05:00:00,19,15.0,78.94736842105263
2015-05-11 06:00:00,4,4.0,100.0
2015-05-11 07:00:00,4,4.0,100.0
2015-05-11 08:00:00,1,1.0,100.0
2015-05-11 09:00:00,3,2.0,66.66666666666666
2015-05-11 10:00:00,1,1.0,100.0
2015-05-11 11:00:00,5,5.0,100.0
2015-05-11 12:00:00,2,2.0,100.0
2015-05-11 13:00:00,9,9.0,100.0
2015-05-11 14:00:00,24,23.0,95.83333333333334
2015-05-11 15:00:00,3,3.0,100.0
2015-05-11 16:00:00,15,13.0,86.66666666666667
2015-05-11 17:00:00,16,13.0,81.25
2015-05-11 18:00:00,21,11.0,52.38095238095239
2015-05-11 19:00:00,28,17.0,60.71428571428571
2015-05-11 20:00:00,24,17.0,70.83333333333334
2015-05-11 21:00:00,20,15.0,75.0
2015-05-11 22:00:00,41,35.0,85.36585365853658
2015-05-11 23:00:00,15,11.0,73.33333333333333
2015-05-12 00:00:00,26,22.0,84.61538461538461
2015-05-12 01:00:00,23,15.0,65.21739130434783
2015-05-12 02:00:00,23,15.0,65.21739130434783
2015-05-12 03:00:00,25,19.0,76.0
2015-05-12 04:00:00,14,12.0,85.71428571428571
2015-05-12 05:00:00,16,15.0,93.75
2015-05-12 06:00:00,7,6.0,85.71428571428571
2015-05-12 07:00:00,4,3.0,75.0
2015-05-12 09:00:00,2,1.0,50.0
2015-05-12 11:00:00,4,3.0,75.0
2015-05-12 12:00:00,1,0.0,0.0
2015-05-12 13:00:00,9,6.0,66.66666666666666
2015-05-12 14:00:00,9,4.0,44.44444444444444
2015-05-12 15:00:00,28,9.0,32.142857142857146
2015-05-12 16:00:00,42,32.0,76.19047619047619
2015-05-12 17:00:00,38,23.0,60.526315789473685
2015-05-12 18:00:00,56,41.0,73.21428571428571
2015-05-12 19:00:00,41,27.0,65.85365853658537
2015-05-12 20:00:00,36,25.0,69.44444444444444
2015-05-12 21:00:00,44,28.0,63.63636363636363
2015-05-12 22:00:00,43,34.0,79.06976744186046
2015-05-12 23:00:00,33,19.0,57.57575757575758
2015-05-13 00:00:00,30,22.0,73.33333333333333
2015-05-13 01:00:00,22,17.0,77.27272727272727
2015-05-13 02:00:00,23,18.0,78.26086956521739
2015-05-13 03:00:00,25,21.0,84.0
2015-05-13 04:00:00,11,9.0,81.81818181818183
2015-05-13 05:00:00,20,16.0,80.0
2015-05-13 06:00:00,9,5.0,55.55555555555556
2015-05-13 07:00:00,4,3.0,75.0
2015-05-13 08:00:00,1,1.0,100.0
2015-05-13 09:00:00,2,2.0,100.0
2015-05-13 10:00:00,1,1.0,100.0
2015-05-13 11:00:00,3,2.0,66.66666666666666
2015-05-13 12:00:00,2,1.0,50.0
2015-05-13 13:00:00,3,1.0,33.33333333333333
2015-05-13 14:00:00,9,7.0,77.77777777777779
2015-05-13 15:00:00,27,15.0,55.55555555555556
2015-05-13 16:00:00,34,25.0,73.52941176470588
2015-05-13 17:00:00,34,16.0,47.05882352941176
2015-05-13 18:00:00,55,31.0,56.36363636363636
2015-05-13 19:00:00,36,24.0,66.66666666666666
2015-05-13 20:00:00,40,23.0,57.49999999999999
2015-05-13 21:00:00,41,22.0,53.65853658536586
2015-05-13 22:00:00,62,31.0,50.0
2015-05-13 23:00:00,33,19.0,57.57575757575758
2015-05-14 00:00:00,33,26.0,78.78787878787878
2015-05-14 01:00:00,21,18.0,85.71428571428571
2015-05-14 02:00:00,23,18.0,78.26086956521739
2015-05-14 03:00:00,24,18.0,75.0
2015-05-14 04:00:00,28,19.0,67.85714285714286
2015-05-14 05:00:00,21,13.0,61.904761904761905
2015-05-14 06:00:00,19,17.0,89.47368421052632
2015-05-14 07:00:00,5,4.0,80.0
2015-05-14 09:00:00,2,0.0,0.0
2015-05-14 10:00:00,3,3.0,100.0
2015-05-14 11:00:00,1,1.0,100.0
2015-05-14 12:00:00,7,7.0,100.0
2015-05-14 13:00:00,10,6.0,60.0
2015-05-14 14:00:00,19,16.0,84.21052631578947
2015-05-14 15:00:00,33,19.0,57.57575757575758
2015-05-14 16:00:00,46,32.0,69.56521739130434
2015-05-14 17:00:00,43,28.0,65.11627906976744
2015-05-14 18:00:00,62,48.0,77.41935483870968
2015-05-14 19:00:00,48,35.0,72.91666666666666
2015-05-14 20:00:00,41,28.0,68.29268292682927
2015-05-14 21:00:00,54,37.0,68.51851851851852
2015-05-14 22:00:00,31,23.0,74.19354838709677
2015-05-14 23:00:00,19,13.0,68.42105263157895
2015-05-15 00:00:00,16,13.0,81.25
2015-05-15 01:00:00,9,5.0,55.55555555555556
2015-05-15 02:00:00,19,10.0,52.63157894736842
2015-05-15 03:00:00,18,13.0,72.22222222222221
2015-05-15 04:00:00,9,7.0,77.77777777777779
2015-05-15 05:00:00,24,10.0,41.66666666666667
2015-05-15 06:00:00,14,6.0,42.857142857142854
2015-05-15 07:00:00,6,6.0,100.0
2015-05-15 08:00:00,8,7.0,87.5
2015-05-15 10:00:00,6,5.0,83.33333333333334
2015-05-15 11:00:00,5,5.0,100.0
2015-05-15 12:00:00,10,8.0,80.0
2015-05-15 13:00:00,6,5.0,83.33333333333334
2015-05-15 14:00:00,11,9.0,81.81818181818183
2015-05-15 15:00:00,24,18.0,75.0
2015-05-15 16:00:00,27,19.0,70.37037037037037
2015-05-15 17:00:00,36,26.0,72.22222222222221
2015-05-15 18:00:00,48,29.0,60.416666666666664
2015-05-15 19:00:00,41,27.0,65.85365853658537
2015-05-15 20:00:00,45,37.0,82.22222222222221
2015-05-15 21:00:00,34,21.0,61.76470588235294
2015-05-15 22:00:00,25,14.0,56.00000000000001
2015-05-15 23:00:00,26,15.0,57.692307692307686
2015-05-16 00:00:00,23,12.0,52.17391304347826
2015-05-16 01:00:00,13,11.0,84.61538461538461
2015-05-16 02:00:00,19,12.0,63.1578947368421
2015-05-16 03:00:00,20,16.0,80.0
2015-05-16 04:00:00,17,15.0,88.23529411764706
2015-05-16 05:00:00,9,8.0,88.88888888888889
2015-05-16 06:00:00,7,6.0,85.71428571428571
2015-05-16 07:00:00,29,23.0,79.3103448275862
2015-05-16 08:00:00,20,20.0,100.0
2015-05-16 09:00:00,1,0.0,0.0
2015-05-16 10:00:00,1,0.0,0.0
2015-05-16 11:00:00,3,3.0,100.0
2015-05-16 12:00:00,3,3.0,100.0
2015-05-16 13:00:00,12,11.0,91.66666666666666
2015-05-16 14:00:00,7,6.0,85.71428571428571
2015-05-16 15:00:00,18,17.0,94.44444444444444
2015-05-16 16:00:00,17,10.0,58.82352941176471
2015-05-16 17:00:00,20,14.0,70.0
2015-05-16 18:00:00,15,7.0,46.666666666666664
2015-05-16 19:00:00,26,14.0,53.84615384615385
2015-05-16 20:00:00,22,17.0,77.27272727272727
2015-05-16 21:00:00,21,15.0,71.42857142857143
2015-05-16 22:00:00,22,12.0,54.54545454545454
2015-05-16 23:00:00,28,22.0,78.57142857142857
2015-05-17 00:00:00,44,28.0,63.63636363636363
2015-05-17 01:00:00,23,15.0,65.21739130434783
2015-05-17 02:00:00,21,15.0,71.42857142857143
2015-05-17 03:00:00,26,17.0,65.38461538461539
2015-05-17 04:00:00,14,8.0,57.14285714285714
2015-05-17 05:00:00,18,16.0,88.88888888888889
2015-05-17 06:00:00,10,9.0,90.0
2015-05-17 07:00:00,7,6.0,85.71428571428571
2015-05-17 08:00:00,1,1.0,100.0
2015-05-17 09:00:00,13,11.0,84.61538461538461
2015-05-17 11:00:00,3,2.0,66.66666666666666
2015-05-17 12:00:00,1,1.0,100.0
2015-05-17 13:00:00,5,5.0,100.0
2015-05-17 14:00:00,9,9.0,100.0
2015-05-17 15:00:00,16,9.0,56.25
2015-05-17 16:00:00,21,13.0,61.904761904761905
2015-05-17 17:00:00,26,17.0,65.38461538461539
2015-05-17 18:00:00,26,15.0,57.692307692307686
2015-05-17 19:00:00,29,18.0,62.06896551724138
2015-05-17 20:00:00,32,23.0,71.875
2015-05-17 21:00:00,35,23.0,65.71428571428571
2015-05-17 22:00:00,30,23.0,76.66666666666667
2015-05-17 23:00:00,27,23.0,85.18518518518519
2015-05-18 00:00:00,28,20.0,71.42857142857143
2015-05-18 01:00:00,35,28.0,80.0
2015-05-18 02:00:00,29,18.0,62.06896551724138
2015-05-18 03:00:00,17,13.0,76.47058823529412
2015-05-18 04:00:00,19,10.0,52.63157894736842
2015-05-18 05:00:00,31,27.0,87.09677419354838
2015-05-18 06:00:00,26,22.0,84.61538461538461
2015-05-18 07:00:00,8,5.0,62.5
2015-05-18 08:00:00,1,0.0,0.0
2015-05-18 12:00:00,3,2.0,66.66666666666666
2015-05-18 13:00:00,16,11.0,68.75
2015-05-18 14:00:00,14,9.0,64.28571428571429
2015-05-18 15:00:00,28,6.0,21.428571428571427
2015-05-18 16:00:00,41,18.0,43.90243902439025
2015-05-18 17:00:00,43,21.0,48.837209302325576
2015-05-18 18:00:00,39,23.0,58.97435897435898
2015-05-18 19:00:00,40,25.0,62.5
2015-05-18 20:00:00,48,33.0,68.75
2015-05-18 21:00:00,43,28.0,65.11627906976744
2015-05-18 22:00:00,39,31.0,79.48717948717949
2015-05-18 23:00:00,30,18.0,60.0
2015-05-19 00:00:00,30,25.0,83.33333333333334
2015-05-19 01:00:00,23,17.0,73.91304347826086
2015-05-19 02:00:00,27,17.0,62.96296296296296
2015-05-19 03:00:00,18,17.0,94.44444444444444
2015-05-19 04:00:00,20,14.0,70.0
2015-05-19 05:00:00,28,25.0,89.28571428571429
2015-05-19 06:00:00,15,14.0,93.33333333333333
2015-05-19 07:00:00,15,15.0,100.0
2015-05-19 08:00:00,3,2.0,66.66666666666666
2015-05-19 09:00:00,2,2.0,100.0
2015-05-19 10:00:00,3,3.0,100.0
2015-05-19 11:00:00,2,2.0,100.0
2015-05-19 12:00:00,4,4.0,100.0
2015-05-19 13:00:00,6,4.0,66.66666666666666
2015-05-19 14:00:00,7,6.0,85.71428571428571
2015-05-19 15:00:00,38,28.0,73.68421052631578
2015-05-19 16:00:00,28,18.0,64.28571428571429
2015-05-19 17:00:00,56,41.0,73.21428571428571
2015-05-19 18:00:00,50,34.0,68.0
2015-05-19 19:00:00,47,33.0,70.2127659574468
2015-05-19 20:00:00,54,36.0,66.66666666666666
2015-05-19 21:00:00,54,35.0,64.81481481481481
2015-05-19 22:00:00,39,23.0,58.97435897435898
2015-05-19 23:00:00,32,23.0,71.875
2015-05-20 00:00:00,14,11.0,78.57142857142857
2015-05-20 01:00:00,36,27.0,75.0
2015-05-20 02:00:00,14,12.0,85.71428571428571
2015-05-20 03:00:00,36,29.0,80.55555555555556
2015-05-20 04:00:00,25,23.0,92.0
2015-05-20 05:00:00,14,11.0,78.57142857142857
2015-05-20 06:00:00,1,1.0,100.0
2015-05-20 07:00:00,3,2.0,66.66666666666666
2015-05-20 09:00:00,8,8.0,100.0
2015-05-20 11:00:00,3,1.0,33.33333333333333
2015-05-20 12:00:00,2,1.0,50.0
2015-05-20 13:00:00,3,2.0,66.66666666666666
2015-05-20 14:00:00,2,1.0,50.0
2015-05-20 15:00:00,14,10.0,71.42857142857143
2015-05-20 16:00:00,16,12.0,75.0
2015-05-20 17:00:00,15,9.0,60.0
2015-05-20 18:00:00,23,20.0,86.95652173913044
2015-05-20 19:00:00,25,11.0,44.0
2015-05-20 20:00:00,56,46.0,82.14285714285714
2015-05-20 21:00:00,27,18.0,66.66666666666666
2015-05-20 22:00:00,30,20.0,66.66666666666666
2015-05-20 23:00:00,21,15.0,71.42857142857143
2015-05-21 00:00:00,53,41.0,77.35849056603774
2015-05-21 01:00:00,88,82.0,93.18181818181817
2015-05-21 02:00:00,33,23.0,69.6969696969697
2015-05-21 03:00:00,15,14.0,93.33333333333333
2015-05-21 04:00:00,21,19.0,90.47619047619048
2015-05-21 05:00:00,17,11.0,64.70588235294117
2015-05-21 06:00:00,10,10.0,100.0
2015-05-21 07:00:00,5,4.0,80.0
2015-05-21 08:00:00,1,1.0,100.0
2015-05-21 09:00:00,3,3.0,100.0
2015-05-21 11:00:00,2,2.0,100.0
2015-05-21 12:00:00,11,7.0,63.63636363636363
2015-05-21 13:00:00,4,3.0,75.0
2015-05-21 14:00:00,8,7.0,87.5
2015-05-21 15:00:00,30,26.0,86.66666666666667
2015-05-21 16:00:00,35,26.0,74.28571428571429
2015-05-21 17:00:00,29,10.0,34.48275862068966
2015-05-21 18:00:00,17,12.0,70.58823529411765
2015-05-21 19:00:00,17,10.0,58.82352941176471
2015-05-21 20:00:00,42,33.0,78.57142857142857
2015-05-21 21:00:00,16,10.0,62.5
2015-05-21 22:00:00,21,16.0,76.19047619047619
2015-05-21 23:00:00,19,19.0,100.0
2015-05-22 00:00:00,25,21.0,84.0
2015-05-22 01:00:00,18,16.0,88.88888888888889
2015-05-22 02:00:00,8,4.0,50.0
2015-05-22 03:00:00,19,18.0,94.73684210526315
2015-05-22 04:00:00,12,10.0,83.33333333333334
2015-05-22 05:00:00,16,6.0,37.5
2015-05-22 06:00:00,12,11.0,91.66666666666666
2015-05-22 07:00:00,2,0.0,0.0
2015-05-22 08:00:00,4,4.0,100.0
2015-05-22 10:00:00,1,0.0,0.0
2015-05-22 11:00:00,3,1.0,33.33333333333333
2015-05-22 12:00:00,8,6.0,75.0
2015-05-22 13:00:00,7,4.0,57.14285714285714
2015-05-22 14:00:00,8,5.0,62.5
2015-05-22 15:00:00,22,16.0,72.72727272727273
2015-05-22 16:00:00,42,28.0,66.66666666666666
2015-05-22 17:00:00,30,22.0,73.33333333333333
2015-05-22 18:00:00,41,26.0,63.41463414634146
2015-05-22 19:00:00,30,20.0,66.66666666666666
2015-05-22 20:00:00,35,15.0,42.857142857142854
2015-05-22 21:00:00,29,15.0,51.724137931034484
2015-05-22 22:00:00,21,15.0,71.42857142857143
2015-05-22 23:00:00,17,13.0,76.47058823529412
2015-05-23 00:00:00,18,12.0,66.66666666666666
2015-05-23 01:00:00,33,19.0,57.57575757575758
2015-05-23 02:00:00,15,14.0,93.33333333333333
2015-05-23 03:00:00,11,6.0,54.54545454545454
2015-05-23 04:00:00,16,15.0,93.75
2015-05-23 05:00:00,16,11.0,68.75
2015-05-23 06:00:00,4,2.0,50.0
2015-05-23 07:00:00,6,3.0,50.0
2015-05-23 08:00:00,2,0.0,0.0
2015-05-23 09:00:00,7,7.0,100.0
2015-05-23 10:00:00,2,1.0,50.0
2015-05-23 11:00:00,2,2.0,100.0
2015-05-23 13:00:00,7,6.0,85.71428571428571
2015-05-23 14:00:00,9,8.0,88.88888888888889
2015-05-23 15:00:00,10,4.0,40.0
2015-05-23 16:00:00,17,13.0,76.47058823529412
2015-05-23 17:00:00,11,6.0,54.54545454545454
2015-05-23 18:00:00,15,10.0,66.66666666666666
2015-05-23 19:00:00,20,13.0,65.0
2015-05-23 20:00:00,18,12.0,66.66666666666666
2015-05-23 21:00:00,36,27.0,75.0
2015-05-23 22:00:00,27,19.0,70.37037037037037
2015-05-23 23:00:00,24,17.0,70.83333333333334
2015-05-24 00:00:00,21,16.0,76.19047619047619
2015-05-24 01:00:00,21,15.0,71.42857142857143
2015-05-24 02:00:00,21,17.0,80.95238095238095
2015-05-24 03:00:00,17,11.0,64.70588235294117
2015-05-24 04:00:00,9,8.0,88.88888888888889
2015-05-24 05:00:00,10,8.0,80.0
2015-05-24 06:00:00,7,6.0,85.71428571428571
2015-05-24 07:00:00,4,4.0,100.0
2015-05-24 08:00:00,1,1.0,100.0
2015-05-24 09:00:00,1,0.0,0.0
2015-05-24 10:00:00,2,1.0,50.0
2015-05-24 12:00:00,1,1.0,100.0
2015-05-24 13:00:00,1,1.0,100.0
2015-05-24 14:00:00,7,5.0,71.42857142857143
2015-05-24 15:00:00,10,7.0,70.0
2015-05-24 16:00:00,21,13.0,61.904761904761905
2015-05-24 17:00:00,17,10.0,58.82352941176471
2015-05-24 18:00:00,18,9.0,50.0
2015-05-24 19:00:00,18,13.0,72.22222222222221
2015-05-24 20:00:00,27,19.0,70.37037037037037
2015-05-24 21:00:00,17,14.0,82.35294117647058
2015-05-24 22:00:00,20,12.0,60.0
2015-05-24 23:00:00,18,14.0,77.77777777777779
2015-05-25 00:00:00,26,22.0,84.61538461538461
2015-05-25 01:00:00,20,15.0,75.0
2015-05-25 02:00:00,19,10.0,52.63157894736842
2015-05-25 03:00:00,16,7.0,43.75
2015-05-25 04:00:00,15,12.0,80.0
2015-05-25 05:00:00,15,10.0,66.66666666666666
2015-05-25 06:00:00,7,4.0,57.14285714285714
2015-05-25 07:00:00,12,11.0,91.66666666666666
2015-05-25 08:00:00,3,3.0,100.0
2015-05-25 09:00:00,1,1.0,100.0
2015-05-25 10:00:00,1,1.0,100.0
2015-05-25 11:00:00,3,3.0,100.0
2015-05-25 12:00:00,2,2.0,100.0
2015-05-25 13:00:00,3,1.0,33.33333333333333
2015-05-25 14:00:00,9,8.0,88.88888888888889
2015-05-25 15:00:00,21,15.0,71.42857142857143
2015-05-25 16:00:00,36,26.0,72.22222222222221
2015-05-25 17:00:00,51,36.0,70.58823529411765
2015-05-25 18:00:00,46,33.0,71.73913043478261
2015-05-25 19:00:00,52,38.0,73.07692307692307
2015-05-25 20:00:00,40,32.0,80.0
2015-05-25 21:00:00,49,31.0,63.26530612244898
2015-05-25 22:00:00,46,25.0,54.347826086956516
2015-05-25 23:00:00,31,19.0,61.29032258064516
2015-05-26 00:00:00,31,30.0,96.7741935483871
2015-05-26 01:00:00,21,11.0,52.38095238095239
2015-05-26 02:00:00,23,13.0,56.52173913043478
2015-05-26 03:00:00,27,23.0,85.18518518518519
2015-05-26 04:00:00,32,22.0,68.75
2015-05-26 05:00:00,12,10.0,83.33333333333334
2015-05-26 06:00:00,10,8.0,80.0
2015-05-26 07:00:00,4,3.0,75.0
2015-05-26 08:00:00,1,1.0,100.0
2015-05-26 09:00:00,1,0.0,0.0
2015-05-26 11:00:00,2,2.0,100.0
2015-05-26 12:00:00,3,3.0,100.0
2015-05-26 13:00:00,13,12.0,92.3076923076923
2015-05-26 14:00:00,18,11.0,61.111111111111114
2015-05-26 15:00:00,33,20.0,60.60606060606061
2015-05-26 16:00:00,23,8.0,34.78260869565217
2015-05-26 17:00:00,34,25.0,73.52941176470588
2015-05-26 18:00:00,17,14.0,82.35294117647058
2015-05-26 19:00:00,42,18.0,42.857142857142854
2015-05-26 20:00:00,44,36.0,81.81818181818183
2015-05-26 21:00:00,66,47.0,71.21212121212122
